q_id,q_group_id,pergunta_orig,query_enviada,tipo_anafora,modo,n_retornados,total_hits_est,tempo_ms,doc_1_id,doc_1_fonte,doc_1_data,doc_1_cat,doc_2_id,doc_3_id,doc_4_id,doc_5_id,doc_6_id,doc_7_id,doc_8_id,doc_9_id,doc_10_id,todos_doc_ids,erro
0046,2637,Que papa sucedeu a Leão X?,Que papa sucedeu a Leão X?,N/A,resolvida,10,1000,67.3,PUBLICO-19940611-012,Publico,1994-06-11,,PUBLICO-19940818-001,PUBLICO-19951024-099,PUBLICO-19951110-117,PUBLICO-19950108-075,PUBLICO-19940909-077,PUBLICO-19950111-116,FSP950207-028,PUBLICO-19950701-158,PUBLICO-19941114-107,PUBLICO-19940611-012|PUBLICO-19940818-001|PUBLICO-19951024-099|PUBLICO-19951110-117|PUBLICO-19950108-075|PUBLICO-19940909-077|PUBLICO-19950111-116|FSP950207-028|PUBLICO-19950701-158|PUBLICO-19941114-107,
0047,2638,Quem é o pato mais rico do mundo?,Quem é o pato mais rico do mundo?,N/A,resolvida,10,1000,75.0,FSP950830-012,Folha,950830,BRASIL,PUBLICO-19940219-154,PUBLICO-19950920-012,PUBLICO-19950221-116,PUBLICO-19950427-001,PUBLICO-19950505-096,FSP941031-080,PUBLICO-19950510-157,FSP940123-059,FSP950210-033,FSP950830-012|PUBLICO-19940219-154|PUBLICO-19950920-012|PUBLICO-19950221-116|PUBLICO-19950427-001|PUBLICO-19950505-096|FSP941031-080|PUBLICO-19950510-157|FSP940123-059|FSP950210-033,
0048,2639,Quem são os sobrinhos do Pato Donald?,Quem são os sobrinhos do Pato Donald?,INALTERADA,resolvida,10,1000,71.4,FSP940814-018,Folha,940814,,PUBLICO-19941219-076,PUBLICO-19950510-157,FSP940402-089,PUBLICO-19941209-080,PUBLICO-19940818-093,PUBLICO-19950725-061,FSP951218-106,PUBLICO-19940403-071,PUBLICO-19950313-018,FSP940814-018|PUBLICO-19941219-076|PUBLICO-19950510-157|FSP940402-089|PUBLICO-19941209-080|PUBLICO-19940818-093|PUBLICO-19950725-061|FSP951218-106|PUBLICO-19940403-071|PUBLICO-19950313-018,
0049,2639,E a namorada dele?,Quem é a namorada do Pato Donald?,RESOLVIDA,resolvida,10,1000,47.4,PUBLICO-19941026-134,Publico,1994-10-26,Cultura,PUBLICO-19951026-051,PUBLICO-19940304-093,FSP941112-096,FSP950903-100,PUBLICO-19941226-001,PUBLICO-19940127-138,PUBLICO-19940128-133,PUBLICO-19940216-092,PUBLICO-19940608-135,PUBLICO-19941026-134|PUBLICO-19951026-051|PUBLICO-19940304-093|FSP941112-096|FSP950903-100|PUBLICO-19941226-001|PUBLICO-19940127-138|PUBLICO-19940128-133|PUBLICO-19940216-092|PUBLICO-19940608-135,
0050,2639,Qual a profissão dele?,Qual a profissão do Pato Donald?,RESOLVIDA,resolvida,10,1000,66.4,PUBLICO-19951207-078,Publico,1995-12-07,Economia,PUBLICO-19950505-096,PUBLICO-19940822-021,FSP940214-010,PUBLICO-19950701-057,PUBLICO-19940118-115,PUBLICO-19950726-145,PUBLICO-19951104-154,PUBLICO-19940426-085,PUBLICO-19941112-145,PUBLICO-19951207-078|PUBLICO-19950505-096|PUBLICO-19940822-021|FSP940214-010|PUBLICO-19950701-057|PUBLICO-19940118-115|PUBLICO-19950726-145|PUBLICO-19951104-154|PUBLICO-19940426-085|PUBLICO-19941112-145,
0051,2640,O que é a paella?,O que é a paella?,N/A,resolvida,10,1000,30.1,FSP940802-067,Folha,940802,,FSP951027-134,FSP951110-138,FSP941004-054,FSP940923-090,PUBLICO-19950217-140,FSP940904-141,FSP951029-017,FSP940619-170,FSP951027-135,FSP940802-067|FSP951027-134|FSP951110-138|FSP941004-054|FSP940923-090|PUBLICO-19950217-140|FSP940904-141|FSP951029-017|FSP940619-170|FSP951027-135,
0052,2641,Que países abrange a Lapónia?,Que países abrange a Lapónia?,N/A,resolvida,10,1000,50.7,FSP950805-076,Folha,950805,COTIDIANO,PUBLICO-19941125-112,PUBLICO-19940902-074,PUBLICO-19940701-040,FSP950508-008,PUBLICO-19950419-005,PUBLICO-19941207-149,FSP950115-065,PUBLICO-19940531-088,PUBLICO-19941115-162,FSP950805-076|PUBLICO-19941125-112|PUBLICO-19940902-074|PUBLICO-19940701-040|FSP950508-008|PUBLICO-19950419-005|PUBLICO-19941207-149|FSP950115-065|PUBLICO-19940531-088|PUBLICO-19941115-162,
0053,2642,O que é a açorda?,O que é a açorda?,N/A,resolvida,10,1000,33.2,PUBLICO-19950610-143,Publico,1995-06-10,Diversos,PUBLICO-19940903-133,PUBLICO-19940623-120,PUBLICO-19950124-097,PUBLICO-19951013-073,PUBLICO-19950726-150,PUBLICO-19940630-132,PUBLICO-19940731-074,PUBLICO-19940802-088,FSP940918-144,PUBLICO-19950610-143|PUBLICO-19940903-133|PUBLICO-19940623-120|PUBLICO-19950124-097|PUBLICO-19951013-073|PUBLICO-19950726-150|PUBLICO-19940630-132|PUBLICO-19940731-074|PUBLICO-19940802-088|FSP940918-144,
0054,2643,O que é o feta?,O que é o feta?,INALTERADA,resolvida,10,1000,38.1,PUBLICO-19950413-102,Publico,1995-04-13,Diversos,PUBLICO-19940724-080,FSP940922-101,PUBLICO-19950624-156,PUBLICO-19950729-142,PUBLICO-19950426-043,PUBLICO-19940108-075,PUBLICO-19940414-106,PUBLICO-19940822-064,PUBLICO-19941118-133,PUBLICO-19950413-102|PUBLICO-19940724-080|FSP940922-101|PUBLICO-19950624-156|PUBLICO-19950729-142|PUBLICO-19950426-043|PUBLICO-19940108-075|PUBLICO-19940414-106|PUBLICO-19940822-064|PUBLICO-19941118-133,
0055,2643,De que país é originário?,De que país é originário o queijo feta?,RESOLVIDA,resolvida,10,1000,71.7,PUBLICO-19950827-064,Publico,1995-08-27,Local,FSP950505-124,FSP950813-128,PUBLICO-19941014-059,FSP950219-141,PUBLICO-19950121-069,FSP950505-119,PUBLICO-19950325-090,PUBLICO-19950702-029,PUBLICO-19950703-033,PUBLICO-19950827-064|FSP950505-124|FSP950813-128|PUBLICO-19941014-059|FSP950219-141|PUBLICO-19950121-069|FSP950505-119|PUBLICO-19950325-090|PUBLICO-19950702-029|PUBLICO-19950703-033,
0056,2644,Em que ano foi construída a sinagoga de Curação?,Em que ano foi construída a sinagoga de Curação?,N/A,resolvida,10,1000,125.9,PUBLICO-19950221-104,Publico,1995-02-21,Sociedade,PUBLICO-19951224-083,PUBLICO-19940118-131,PUBLICO-19950126-162,FSP940326-068,PUBLICO-19940403-087,PUBLICO-19940108-079,PUBLICO-19951109-117,PUBLICO-19950510-146,PUBLICO-19940330-134,PUBLICO-19950221-104|PUBLICO-19951224-083|PUBLICO-19940118-131|PUBLICO-19950126-162|FSP940326-068|PUBLICO-19940403-087|PUBLICO-19940108-079|PUBLICO-19951109-117|PUBLICO-19950510-146|PUBLICO-19940330-134,
0057,2645,Com que idade o Mequinho foi campeão brasileiro de xadrez?,Com que idade o Mequinho foi campeão brasileiro de xadrez?,N/A,resolvida,10,1000,86.4,FSP940205-144,Folha,940205,,PUBLICO-19951231-069,PUBLICO-19950425-098,PUBLICO-19940829-036,FSP950212-117,PUBLICO-19941128-102,PUBLICO-19950307-135,PUBLICO-19950304-077,PUBLICO-19940502-088,PUBLICO-19940703-133,FSP940205-144|PUBLICO-19951231-069|PUBLICO-19950425-098|PUBLICO-19940829-036|FSP950212-117|PUBLICO-19941128-102|PUBLICO-19950307-135|PUBLICO-19950304-077|PUBLICO-19940502-088|PUBLICO-19940703-133,
0058,2646,Quem dirigiu o Japão durante a Segunda Guerra Mundial?,Quem dirigiu o Japão durante a Segunda Guerra Mundial?,N/A,resolvida,10,1000,132.2,PUBLICO-19940728-157,Publico,1994-07-28,Cultura,PUBLICO-19950913-130,FSP950421-022,PUBLICO-19940605-105,PUBLICO-19940203-152,PUBLICO-19940226-170,PUBLICO-19940222-157,PUBLICO-19950108-089,PUBLICO-19951014-144,PUBLICO-19940721-130,PUBLICO-19940728-157|PUBLICO-19950913-130|FSP950421-022|PUBLICO-19940605-105|PUBLICO-19940203-152|PUBLICO-19940226-170|PUBLICO-19940222-157|PUBLICO-19950108-089|PUBLICO-19951014-144|PUBLICO-19940721-130,
0059,2647,Quantas repúblicas formavam a URSS?,Quantas repúblicas formavam a URSS?,N/A,resolvida,10,1000,110.1,PUBLICO-19940223-168,Publico,1994-02-23,Sociedade,PUBLICO-19940225-151,PUBLICO-19950523-159,PUBLICO-19940501-086,PUBLICO-19940315-121,PUBLICO-19941018-117,PUBLICO-19940526-099,PUBLICO-19940911-090,PUBLICO-19940507-132,PUBLICO-19941020-036,PUBLICO-19940223-168|PUBLICO-19940225-151|PUBLICO-19950523-159|PUBLICO-19940501-086|PUBLICO-19940315-121|PUBLICO-19941018-117|PUBLICO-19940526-099|PUBLICO-19940911-090|PUBLICO-19940507-132|PUBLICO-19941020-036,
0060,2648,Em que país fica a Ossétia do Norte?,Em que país fica a Ossétia do Norte?,INALTERADA,resolvida,10,1000,46.3,PUBLICO-19950109-056,Publico,1995-01-09,Mundo,PUBLICO-19940916-113,PUBLICO-19940729-123,PUBLICO-19940122-078,PUBLICO-19941004-096,PUBLICO-19951102-059,FSP941003-037,PUBLICO-19941213-046,PUBLICO-19940929-128,PUBLICO-19950221-062,PUBLICO-19950109-056|PUBLICO-19940916-113|PUBLICO-19940729-123|PUBLICO-19940122-078|PUBLICO-19941004-096|PUBLICO-19951102-059|FSP941003-037|PUBLICO-19941213-046|PUBLICO-19940929-128|PUBLICO-19950221-062,
0061,2648,E a Ossétia do Sul?,Em que país fica a Ossétia do Sul?,RESOLVIDA,resolvida,10,1000,19.0,PUBLICO-19950109-056,Publico,1995-01-09,Mundo,PUBLICO-19940916-113,PUBLICO-19940729-123,PUBLICO-19940122-078,PUBLICO-19941004-096,PUBLICO-19951102-059,FSP941003-037,PUBLICO-19941213-046,PUBLICO-19940929-128,PUBLICO-19950221-062,PUBLICO-19950109-056|PUBLICO-19940916-113|PUBLICO-19940729-123|PUBLICO-19940122-078|PUBLICO-19941004-096|PUBLICO-19951102-059|FSP941003-037|PUBLICO-19941213-046|PUBLICO-19940929-128|PUBLICO-19950221-062,
0062,2649,Qual a largura do Canal da Mancha no seu ponto mais estreito?,Qual a largura do Canal da Mancha no seu ponto mais estreito?,N/A,resolvida,10,1000,213.9,PUBLICO-19941028-134,Publico,1994-10-28,Economia,PUBLICO-19951207-059,PUBLICO-19940501-086,PUBLICO-19950203-089,PUBLICO-19940731-044,PUBLICO-19950516-040,PUBLICO-19940421-061,PUBLICO-19951111-152,FSP950413-122,PUBLICO-19950824-065,PUBLICO-19941028-134|PUBLICO-19951207-059|PUBLICO-19940501-086|PUBLICO-19950203-089|PUBLICO-19940731-044|PUBLICO-19950516-040|PUBLICO-19940421-061|PUBLICO-19951111-152|FSP950413-122|PUBLICO-19950824-065,
0063,2650,Quem criou Descobridores de Catan?,Quem criou Descobridores de Catan?,N/A,resolvida,10,1000,45.7,PUBLICO-19940224-149,Publico,1994-02-24,Diversos,PUBLICO-19941216-053,PUBLICO-19941210-080,FSP950924-125,PUBLICO-19951201-189,FSP940120-057,FSP940124-122,FSP940206-069,FSP940228-020,FSP940404-134,PUBLICO-19940224-149|PUBLICO-19941216-053|PUBLICO-19941210-080|FSP950924-125|PUBLICO-19951201-189|FSP940120-057|FSP940124-122|FSP940206-069|FSP940228-020|FSP940404-134,
0064,2651,Quem é o santo patrono dos cervejeiros?,Quem é o santo patrono dos cervejeiros?,INALTERADA,resolvida,10,1000,79.5,PUBLICO-19940309-127,Publico,1994-03-09,Cultura,PUBLICO-19940319-182,PUBLICO-19951018-151,PUBLICO-19940609-128,PUBLICO-19940601-078,PUBLICO-19950115-092,PUBLICO-19940907-119,PUBLICO-19950930-142,PUBLICO-19950322-142,PUBLICO-19950312-097,PUBLICO-19940309-127|PUBLICO-19940319-182|PUBLICO-19951018-151|PUBLICO-19940609-128|PUBLICO-19940601-078|PUBLICO-19950115-092|PUBLICO-19940907-119|PUBLICO-19950930-142|PUBLICO-19950322-142|PUBLICO-19950312-097,
0065,2651,E do pão?,Quem é o santo patrono do pão?,RESOLVIDA,resolvida,10,1000,79.8,PUBLICO-19940309-127,Publico,1994-03-09,Cultura,PUBLICO-19940319-182,PUBLICO-19950322-142,FSP941120-011,PUBLICO-19951202-122,FSP950525-013,PUBLICO-19940412-056,PUBLICO-19950115-092,PUBLICO-19940601-078,PUBLICO-19951018-151,PUBLICO-19940309-127|PUBLICO-19940319-182|PUBLICO-19950322-142|FSP941120-011|PUBLICO-19951202-122|FSP950525-013|PUBLICO-19940412-056|PUBLICO-19950115-092|PUBLICO-19940601-078|PUBLICO-19951018-151,
0066,2652,O que é o jagertee?,O que é o jagertee?,N/A,resolvida,10,1000,17.7,PUBLICO-19950323-090,Publico,1995-03-23,Diversos,PUBLICO-19940108-075,PUBLICO-19940414-106,PUBLICO-19940822-064,PUBLICO-19941118-133,PUBLICO-19941130-058,PUBLICO-19950204-177,PUBLICO-19950426-160,FSP940827-084,FSP941011-090,PUBLICO-19950323-090|PUBLICO-19940108-075|PUBLICO-19940414-106|PUBLICO-19940822-064|PUBLICO-19941118-133|PUBLICO-19941130-058|PUBLICO-19950204-177|PUBLICO-19950426-160|FSP940827-084|FSP941011-090,
0067,2653,Qual a envergadura de um milhafre-preto?,Qual a envergadura de um milhafre-preto?,INALTERADA,resolvida,10,1000,62.3,PUBLICO-19940514-061,Publico,1994-05-14,,PUBLICO-19940826-082,FSP941204-093,PUBLICO-19940111-169,FSP951201-010,PUBLICO-19950322-127,FSP940807-105,PUBLICO-19940905-015,FSP950611-055,FSP950615-009,PUBLICO-19940514-061|PUBLICO-19940826-082|FSP941204-093|PUBLICO-19940111-169|FSP951201-010|PUBLICO-19950322-127|FSP940807-105|PUBLICO-19940905-015|FSP950611-055|FSP950615-009,
0068,2653,Quanto é que ele pesa?,Quanto pesa um milhafre-preto?,RESOLVIDA,resolvida,10,1000,37.2,PUBLICO-19940213-037,Publico,1994-02-13,Cien_Tecn_Educ,PUBLICO-19940313-043,PUBLICO-19940101-045,FSP951119-100,FSP950101-140,FSP941001-055,FSP950403-122,PUBLICO-19950105-099,FSP940202-176,FSP940530-016,PUBLICO-19940213-037|PUBLICO-19940313-043|PUBLICO-19940101-045|FSP951119-100|FSP950101-140|FSP941001-055|FSP950403-122|PUBLICO-19950105-099|FSP940202-176|FSP940530-016,
0069,2653,Que tipo de ave é?,Que tipo de ave é o milhafre-preto?,RESOLVIDA,resolvida,10,1000,65.3,PUBLICO-19950718-065,Publico,1995-07-18,Local,PUBLICO-19950718-055,PUBLICO-19940411-077,PUBLICO-19940413-159,PUBLICO-19940918-066,PUBLICO-19940201-152,PUBLICO-19950512-101,PUBLICO-19951227-094,FSP940113-124,PUBLICO-19941127-065,PUBLICO-19950718-065|PUBLICO-19950718-055|PUBLICO-19940411-077|PUBLICO-19940413-159|PUBLICO-19940918-066|PUBLICO-19940201-152|PUBLICO-19950512-101|PUBLICO-19951227-094|FSP940113-124|PUBLICO-19941127-065,
0070,2654,Quantas províncias tem a Ucrânia?,Quantas províncias tem a Ucrânia?,N/A,resolvida,10,1000,53.1,PUBLICO-19941206-071,Publico,1994-12-06,Diversos,PUBLICO-19940306-088,PUBLICO-19940811-082,PUBLICO-19951126-035,PUBLICO-19940422-086,PUBLICO-19940213-115,PUBLICO-19950514-040,PUBLICO-19940511-065,PUBLICO-19940213-081,PUBLICO-19950113-067,PUBLICO-19941206-071|PUBLICO-19940306-088|PUBLICO-19940811-082|PUBLICO-19951126-035|PUBLICO-19940422-086|PUBLICO-19940213-115|PUBLICO-19950514-040|PUBLICO-19940511-065|PUBLICO-19940213-081|PUBLICO-19950113-067,
0071,2655,Que partido foi fundado por Amílcar Cabral?,Que partido foi fundado por Amílcar Cabral?,N/A,resolvida,10,1000,96.8,PUBLICO-19951217-030,Publico,1995-12-17,Mundo,PUBLICO-19951124-065,PUBLICO-19941218-033,PUBLICO-19950816-036,PUBLICO-19940412-169,PUBLICO-19940808-075,PUBLICO-19950705-176,PUBLICO-19940815-076,FSP940424-235,PUBLICO-19950902-173,PUBLICO-19951217-030|PUBLICO-19951124-065|PUBLICO-19941218-033|PUBLICO-19950816-036|PUBLICO-19940412-169|PUBLICO-19940808-075|PUBLICO-19950705-176|PUBLICO-19940815-076|FSP940424-235|PUBLICO-19950902-173,
0072,2656,Quantos filhos teve a rainha Cristina da Suécia?,Quantos filhos teve a rainha Cristina da Suécia?,N/A,resolvida,10,1000,93.2,PUBLICO-19940323-150,Publico,1994-03-23,Cultura,PUBLICO-19940215-004,PUBLICO-19950301-090,PUBLICO-19940119-159,PUBLICO-19941130-143,PUBLICO-19940906-148,PUBLICO-19941103-142,PUBLICO-19940323-009,PUBLICO-19940523-076,PUBLICO-19940125-165,PUBLICO-19940323-150|PUBLICO-19940215-004|PUBLICO-19950301-090|PUBLICO-19940119-159|PUBLICO-19941130-143|PUBLICO-19940906-148|PUBLICO-19941103-142|PUBLICO-19940323-009|PUBLICO-19940523-076|PUBLICO-19940125-165,
0073,2657,Quem é o dono do Chelsea?,Quem é o dono do Chelsea?,N/A,resolvida,10,1000,31.8,PUBLICO-19940115-023,Publico,1994-01-15,Desporto,PUBLICO-19941127-034,PUBLICO-19940323-171,PUBLICO-19951008-078,FSP950212-022,PUBLICO-19950108-022,FSP940605-079,FSP940425-018,PUBLICO-19950121-182,PUBLICO-19940515-101,PUBLICO-19940115-023|PUBLICO-19941127-034|PUBLICO-19940323-171|PUBLICO-19951008-078|FSP950212-022|PUBLICO-19950108-022|FSP940605-079|FSP940425-018|PUBLICO-19950121-182|PUBLICO-19940515-101,
0074,2658,Quantos habitantes tinha Berlim em 1850?,Quantos habitantes tinha Berlim em 1850?,INALTERADA,resolvida,10,1000,76.3,PUBLICO-19940119-092,Publico,1994-01-19,Sociedade,PUBLICO-19950716-090,PUBLICO-19950507-123,PUBLICO-19950713-165,PUBLICO-19951207-059,PUBLICO-19940810-038,PUBLICO-19940812-056,FSP950326-144,PUBLICO-19940831-041,FSP940925-089,PUBLICO-19940119-092|PUBLICO-19950716-090|PUBLICO-19950507-123|PUBLICO-19950713-165|PUBLICO-19951207-059|PUBLICO-19940810-038|PUBLICO-19940812-056|FSP950326-144|PUBLICO-19940831-041|FSP940925-089,
0075,2658,Quantos tem hoje em dia?,Quantos habitantes tem Berlim hoje em dia?,RESOLVIDA,resolvida,10,1000,75.5,PUBLICO-19940107-090,Publico,1994-01-07,Sociedade,PUBLICO-19950713-165,FSP941120-116,PUBLICO-19940516-110,PUBLICO-19950516-046,PUBLICO-19951231-089,PUBLICO-19951224-083,PUBLICO-19950716-090,PUBLICO-19950507-123,PUBLICO-19940705-054,PUBLICO-19940107-090|PUBLICO-19950713-165|FSP941120-116|PUBLICO-19940516-110|PUBLICO-19950516-046|PUBLICO-19951231-089|PUBLICO-19951224-083|PUBLICO-19950716-090|PUBLICO-19950507-123|PUBLICO-19940705-054,
0076,2659,O que é o ICCROM?,O que é o ICCROM?,INALTERADA,resolvida,10,1000,14.7,PUBLICO-19940601-014,Publico,1994-06-01,Cultura,PUBLICO-19951221-008,PUBLICO-19940108-075,PUBLICO-19940414-106,PUBLICO-19940822-064,PUBLICO-19941118-133,PUBLICO-19941130-058,PUBLICO-19950204-177,PUBLICO-19950426-160,FSP940827-084,PUBLICO-19940601-014|PUBLICO-19951221-008|PUBLICO-19940108-075|PUBLICO-19940414-106|PUBLICO-19940822-064|PUBLICO-19941118-133|PUBLICO-19941130-058|PUBLICO-19950204-177|PUBLICO-19950426-160|FSP940827-084,
0077,2659,Quantos estados membros tinha em 1995?,Quantos estados membros tinha o ICCROM em 1995?,RESOLVIDA,resolvida,10,1000,79.7,PUBLICO-19940722-121,Publico,1994-07-22,Mundo,PUBLICO-19950722-035,PUBLICO-19940811-082,PUBLICO-19950209-094,PUBLICO-19940419-103,PUBLICO-19940124-037,PUBLICO-19941027-109,PUBLICO-19951206-092,PUBLICO-19940220-026,PUBLICO-19950413-010,PUBLICO-19940722-121|PUBLICO-19950722-035|PUBLICO-19940811-082|PUBLICO-19950209-094|PUBLICO-19940419-103|PUBLICO-19940124-037|PUBLICO-19941027-109|PUBLICO-19951206-092|PUBLICO-19940220-026|PUBLICO-19950413-010,
0078,2659,Onde tem a sua sede?,Onde fica a sede do ICCROM?,RESOLVIDA,resolvida,10,1000,34.9,PUBLICO-19941117-081,Publico,1994-11-17,Mundo,FSP950531-122,FSP950831-081,FSP940114-048,PUBLICO-19950719-008,FSP940627-039,PUBLICO-19951002-144,FSP940621-049,FSP940702-104,FSP951025-117,PUBLICO-19941117-081|FSP950531-122|FSP950831-081|FSP940114-048|PUBLICO-19950719-008|FSP940627-039|PUBLICO-19951002-144|FSP940621-049|FSP940702-104|FSP951025-117,
0079,2660,Quantas vezes ganhou Portugal a Taça Davis?,Quantas vezes ganhou Portugal a Taça Davis?,N/A,resolvida,10,1000,87.4,PUBLICO-19950106-022,Publico,1995-01-06,Desporto,PUBLICO-19940501-063,PUBLICO-19951122-012,PUBLICO-19950324-035,PUBLICO-19950617-112,PUBLICO-19950921-049,PUBLICO-19940415-145,PUBLICO-19940308-114,PUBLICO-19940926-083,PUBLICO-19950712-092,PUBLICO-19950106-022|PUBLICO-19940501-063|PUBLICO-19951122-012|PUBLICO-19950324-035|PUBLICO-19950617-112|PUBLICO-19950921-049|PUBLICO-19940415-145|PUBLICO-19940308-114|PUBLICO-19940926-083|PUBLICO-19950712-092,
0080,2661,O que é o IPM em Portugal?,O que é o IPM em Portugal?,N/A,resolvida,10,1000,54.5,PUBLICO-19950703-128,Publico,1995-07-03,Cultura,PUBLICO-19940202-010,PUBLICO-19950505-016,PUBLICO-19950510-169,PUBLICO-19941228-099,PUBLICO-19951117-004,PUBLICO-19950629-005,PUBLICO-19950803-006,PUBLICO-19940519-005,PUBLICO-19950407-007,PUBLICO-19950703-128|PUBLICO-19940202-010|PUBLICO-19950505-016|PUBLICO-19950510-169|PUBLICO-19941228-099|PUBLICO-19951117-004|PUBLICO-19950629-005|PUBLICO-19950803-006|PUBLICO-19940519-005|PUBLICO-19950407-007,
0081,2662,Quem foi o último rei de Portugal?,Quem foi o último rei de Portugal?,INALTERADA,resolvida,10,1000,86.1,PUBLICO-19940827-146,Publico,1994-08-27,Diversos,PUBLICO-19940706-134,PUBLICO-19950918-105,PUBLICO-19950727-150,PUBLICO-19940223-191,PUBLICO-19940224-151,PUBLICO-19941130-120,PUBLICO-19950819-116,PUBLICO-19940719-111,PUBLICO-19940209-171,PUBLICO-19940827-146|PUBLICO-19940706-134|PUBLICO-19950918-105|PUBLICO-19950727-150|PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19941130-120|PUBLICO-19950819-116|PUBLICO-19940719-111|PUBLICO-19940209-171,
0082,2662,Em que período foi ele rei?,Em que período foi Manuel II rei de Portugal?,RESOLVIDA,resolvida,10,1000,83.4,PUBLICO-19940223-191,Publico,1994-02-23,,PUBLICO-19940224-151,PUBLICO-19940409-003,PUBLICO-19940225-154,PUBLICO-19951025-127,PUBLICO-19940607-171,PUBLICO-19950428-153,PUBLICO-19940416-190,PUBLICO-19940421-006,PUBLICO-19951230-053,PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19940409-003|PUBLICO-19940225-154|PUBLICO-19951025-127|PUBLICO-19940607-171|PUBLICO-19950428-153|PUBLICO-19940416-190|PUBLICO-19940421-006|PUBLICO-19951230-053,
0083,2662,Em que barco ele embarcou para o exílio?,Em que barco Manuel II embarcou para o exílio?,RESOLVIDA,resolvida,10,1000,58.8,PUBLICO-19950316-147,Publico,1995-03-16,Sociedade,PUBLICO-19950511-148,PUBLICO-19940518-134,PUBLICO-19941227-120,PUBLICO-19950611-093,PUBLICO-19950529-117,PUBLICO-19941126-185,PUBLICO-19950830-085,PUBLICO-19950625-129,PUBLICO-19951206-125,PUBLICO-19950316-147|PUBLICO-19950511-148|PUBLICO-19940518-134|PUBLICO-19941227-120|PUBLICO-19950611-093|PUBLICO-19950529-117|PUBLICO-19941126-185|PUBLICO-19950830-085|PUBLICO-19950625-129|PUBLICO-19951206-125,
0084,2663,Diga uma batalha ocorrida durante a Guerra dos Cem Anos,Diga uma batalha ocorrida durante a Guerra dos Cem Anos,N/A,resolvida,10,1000,118.1,PUBLICO-19950307-130,Publico,1995-03-07,Cultura,PUBLICO-19940419-103,PUBLICO-19951108-023,FSP940213-147,PUBLICO-19940506-149,PUBLICO-19941128-073,PUBLICO-19951128-082,FSP940321-003,PUBLICO-19950817-125,FSP950704-006,PUBLICO-19950307-130|PUBLICO-19940419-103|PUBLICO-19951108-023|FSP940213-147|PUBLICO-19940506-149|PUBLICO-19941128-073|PUBLICO-19951128-082|FSP940321-003|PUBLICO-19950817-125|FSP950704-006,
0085,2664,Quantos votos teve o Lula nas eleições presidenciais de 2002?,Quantos votos teve o Lula nas eleições presidenciais de 2002?,INALTERADA,resolvida,10,1000,155.4,PUBLICO-19940927-122,Publico,1994-09-27,Mundo,PUBLICO-19941003-039,PUBLICO-19941002-124,FSP941009-020,FSP940514-008,FSP940917-098,FSP941016-051,FSP940904-015,FSP940423-018,FSP941007-087,PUBLICO-19940927-122|PUBLICO-19941003-039|PUBLICO-19941002-124|FSP941009-020|FSP940514-008|FSP940917-098|FSP941016-051|FSP940904-015|FSP940423-018|FSP941007-087,
0086,2664,Quando é que ele tomou posse?,Quando é que Lula tomou posse como presidente do Brasil?,RESOLVIDA,resolvida,10,1000,161.3,PUBLICO-19940905-026,Publico,1994-09-05,Mundo,FSP940222-162,FSP940425-018,FSP940729-014,PUBLICO-19940523-044,FSP940407-112,FSP940504-028,FSP940215-010,FSP950714-007,FSP941002-180,PUBLICO-19940905-026|FSP940222-162|FSP940425-018|FSP940729-014|PUBLICO-19940523-044|FSP940407-112|FSP940504-028|FSP940215-010|FSP950714-007|FSP941002-180,
0087,2665,Quem era o pai de Carlomano?,Quem era o pai de Carlomano?,N/A,resolvida,10,1000,75.0,FSP940405-057,Folha,940405,,PUBLICO-19950126-136,FSP950309-102,PUBLICO-19950307-138,PUBLICO-19950807-102,PUBLICO-19950314-119,FSP950727-103,PUBLICO-19940808-070,PUBLICO-19940809-078,FSP950707-095,FSP940405-057|PUBLICO-19950126-136|FSP950309-102|PUBLICO-19950307-138|PUBLICO-19950807-102|PUBLICO-19950314-119|FSP950727-103|PUBLICO-19940808-070|PUBLICO-19940809-078|FSP950707-095,
0088,2666,Quem foi Baden Powell de Aquino?,Quem foi Baden Powell de Aquino?,N/A,resolvida,10,1000,39.4,PUBLICO-19950318-009,Publico,1995-03-18,Cultura,PUBLICO-19951126-081,FSP941106-093,PUBLICO-19950413-114,FSP950508-091,FSP940331-159,PUBLICO-19951024-096,FSP950312-119,PUBLICO-19940507-119,PUBLICO-19940829-032,PUBLICO-19950318-009|PUBLICO-19951126-081|FSP941106-093|PUBLICO-19950413-114|FSP950508-091|FSP940331-159|PUBLICO-19951024-096|FSP950312-119|PUBLICO-19940507-119|PUBLICO-19940829-032,
0089,2667,Quem escreveu o Livro da Selva?,Quem escreveu o Livro da Selva?,INALTERADA,resolvida,10,1000,84.1,PUBLICO-19940210-143,Publico,1994-02-10,Nacional,FSP950302-008,PUBLICO-19951205-116,PUBLICO-19950430-144,PUBLICO-19941017-093,FSP940116-132,FSP940605-117,PUBLICO-19940829-073,PUBLICO-19951009-104,FSP951106-128,PUBLICO-19940210-143|FSP950302-008|PUBLICO-19951205-116|PUBLICO-19950430-144|PUBLICO-19941017-093|FSP940116-132|FSP940605-117|PUBLICO-19940829-073|PUBLICO-19951009-104|FSP951106-128,
