q_id,q_group_id,pergunta_orig,query_enviada,tipo_anafora,modo,n_retornados,total_hits_est,tempo_ms,doc_1_id,doc_1_fonte,doc_1_data,doc_1_cat,doc_2_id,doc_3_id,doc_4_id,doc_5_id,doc_6_id,doc_7_id,doc_8_id,doc_9_id,doc_10_id,todos_doc_ids,erro
0047,2638,Quem é o pato mais rico do mundo?,Quem é o pato mais rico do mundo?,N/A,original,10,1000,56.9,FSP950830-012,Folha,950830,BRASIL,PUBLICO-19940219-154,PUBLICO-19950920-012,PUBLICO-19950221-116,PUBLICO-19950427-001,PUBLICO-19950505-096,FSP941031-080,PUBLICO-19950510-157,FSP940123-059,FSP950210-033,FSP950830-012|PUBLICO-19940219-154|PUBLICO-19950920-012|PUBLICO-19950221-116|PUBLICO-19950427-001|PUBLICO-19950505-096|FSP941031-080|PUBLICO-19950510-157|FSP940123-059|FSP950210-033,
0048,2639,Quem são os sobrinhos do Pato Donald?,Quem são os sobrinhos do Pato Donald?,N/A,original,10,1000,64.1,FSP940814-018,Folha,940814,,PUBLICO-19941219-076,PUBLICO-19950510-157,FSP940402-089,PUBLICO-19941209-080,PUBLICO-19940818-093,PUBLICO-19950725-061,FSP951218-106,PUBLICO-19940403-071,PUBLICO-19950313-018,FSP940814-018|PUBLICO-19941219-076|PUBLICO-19950510-157|FSP940402-089|PUBLICO-19941209-080|PUBLICO-19940818-093|PUBLICO-19950725-061|FSP951218-106|PUBLICO-19940403-071|PUBLICO-19950313-018,
0049,2639,E a namorada dele?,E a namorada dele?,N/A,original,10,1000,36.5,FSP950423-096,Folha,950423,COTIDIANO,FSP950709-100,FSP951210-164,FSP940206-036,PUBLICO-19940719-106,FSP950312-156,FSP950423-085,FSP951008-207,FSP940112-037,FSP950318-124,FSP950423-096|FSP950709-100|FSP951210-164|FSP940206-036|PUBLICO-19940719-106|FSP950312-156|FSP950423-085|FSP951008-207|FSP940112-037|FSP950318-124,
0050,2639,Qual a profissão dele?,Qual a profissão dele?,N/A,original,10,1000,49.9,PUBLICO-19940410-102,Publico,1994-04-10,Cultura,FSP940102-139,PUBLICO-19950228-100,FSP940604-077,FSP950516-101,PUBLICO-19950215-132,PUBLICO-19950626-027,PUBLICO-19950328-135,PUBLICO-19940203-123,PUBLICO-19940215-083,PUBLICO-19940410-102|FSP940102-139|PUBLICO-19950228-100|FSP940604-077|FSP950516-101|PUBLICO-19950215-132|PUBLICO-19950626-027|PUBLICO-19950328-135|PUBLICO-19940203-123|PUBLICO-19940215-083,
0051,2640,O que é a paella?,O que é a paella?,N/A,original,10,1000,23.3,FSP940802-067,Folha,940802,,FSP951027-134,FSP951110-138,FSP941004-054,FSP940923-090,PUBLICO-19950217-140,FSP940904-141,FSP951029-017,FSP940619-170,FSP951027-135,FSP940802-067|FSP951027-134|FSP951110-138|FSP941004-054|FSP940923-090|PUBLICO-19950217-140|FSP940904-141|FSP951029-017|FSP940619-170|FSP951027-135,
0052,2641,Que países abrange a Lapónia?,Que países abrange a Lapónia?,N/A,original,10,1000,42.9,FSP950805-076,Folha,950805,COTIDIANO,PUBLICO-19941125-112,PUBLICO-19940902-074,PUBLICO-19940701-040,FSP950508-008,PUBLICO-19950419-005,PUBLICO-19941207-149,FSP950115-065,PUBLICO-19940531-088,PUBLICO-19941115-162,FSP950805-076|PUBLICO-19941125-112|PUBLICO-19940902-074|PUBLICO-19940701-040|FSP950508-008|PUBLICO-19950419-005|PUBLICO-19941207-149|FSP950115-065|PUBLICO-19940531-088|PUBLICO-19941115-162,
0053,2642,O que é a açorda?,O que é a açorda?,N/A,original,10,1000,35.1,PUBLICO-19950610-143,Publico,1995-06-10,Diversos,PUBLICO-19940903-133,PUBLICO-19940623-120,PUBLICO-19950124-097,PUBLICO-19951013-073,PUBLICO-19950726-150,PUBLICO-19940630-132,PUBLICO-19940731-074,PUBLICO-19940802-088,FSP940918-144,PUBLICO-19950610-143|PUBLICO-19940903-133|PUBLICO-19940623-120|PUBLICO-19950124-097|PUBLICO-19951013-073|PUBLICO-19950726-150|PUBLICO-19940630-132|PUBLICO-19940731-074|PUBLICO-19940802-088|FSP940918-144,
0054,2643,O que é o feta?,O que é o feta?,N/A,original,10,1000,31.6,PUBLICO-19950413-102,Publico,1995-04-13,Diversos,PUBLICO-19940724-080,FSP940922-101,PUBLICO-19950624-156,PUBLICO-19950729-142,PUBLICO-19950426-043,PUBLICO-19940108-075,PUBLICO-19940414-106,PUBLICO-19940822-064,PUBLICO-19941118-133,PUBLICO-19950413-102|PUBLICO-19940724-080|FSP940922-101|PUBLICO-19950624-156|PUBLICO-19950729-142|PUBLICO-19950426-043|PUBLICO-19940108-075|PUBLICO-19940414-106|PUBLICO-19940822-064|PUBLICO-19941118-133,
0055,2643,De que país é originário?,De que país é originário?,N/A,original,10,1000,49.6,PUBLICO-19940412-132,Publico,1994-04-12,,PUBLICO-19950106-046,PUBLICO-19940419-103,PUBLICO-19940225-157,PUBLICO-19950411-170,PUBLICO-19940826-136,FSP941009-167,PUBLICO-19940815-070,FSP950523-008,PUBLICO-19950209-068,PUBLICO-19940412-132|PUBLICO-19950106-046|PUBLICO-19940419-103|PUBLICO-19940225-157|PUBLICO-19950411-170|PUBLICO-19940826-136|FSP941009-167|PUBLICO-19940815-070|FSP950523-008|PUBLICO-19950209-068,
0056,2644,Em que ano foi construída a sinagoga de Curação?,Em que ano foi construída a sinagoga de Curação?,N/A,original,10,1000,113.9,PUBLICO-19950221-104,Publico,1995-02-21,Sociedade,PUBLICO-19951224-083,PUBLICO-19940118-131,PUBLICO-19950126-162,FSP940326-068,PUBLICO-19940403-087,PUBLICO-19940108-079,PUBLICO-19951109-117,PUBLICO-19950510-146,PUBLICO-19940330-134,PUBLICO-19950221-104|PUBLICO-19951224-083|PUBLICO-19940118-131|PUBLICO-19950126-162|FSP940326-068|PUBLICO-19940403-087|PUBLICO-19940108-079|PUBLICO-19951109-117|PUBLICO-19950510-146|PUBLICO-19940330-134,
0057,2645,Com que idade o Mequinho foi campeão brasileiro de xadrez?,Com que idade o Mequinho foi campeão brasileiro de xadrez?,N/A,original,10,1000,76.8,FSP940205-144,Folha,940205,,PUBLICO-19951231-069,PUBLICO-19950425-098,PUBLICO-19940829-036,FSP950212-117,PUBLICO-19941128-102,PUBLICO-19950307-135,PUBLICO-19950304-077,PUBLICO-19940502-088,PUBLICO-19940703-133,FSP940205-144|PUBLICO-19951231-069|PUBLICO-19950425-098|PUBLICO-19940829-036|FSP950212-117|PUBLICO-19941128-102|PUBLICO-19950307-135|PUBLICO-19950304-077|PUBLICO-19940502-088|PUBLICO-19940703-133,
0058,2646,Quem dirigiu o Japão durante a Segunda Guerra Mundial?,Quem dirigiu o Japão durante a Segunda Guerra Mundial?,N/A,original,10,1000,125.7,PUBLICO-19940728-157,Publico,1994-07-28,Cultura,PUBLICO-19950913-130,FSP950421-022,PUBLICO-19940605-105,PUBLICO-19940203-152,PUBLICO-19940226-170,PUBLICO-19940222-157,PUBLICO-19950108-089,PUBLICO-19951014-144,PUBLICO-19940721-130,PUBLICO-19940728-157|PUBLICO-19950913-130|FSP950421-022|PUBLICO-19940605-105|PUBLICO-19940203-152|PUBLICO-19940226-170|PUBLICO-19940222-157|PUBLICO-19950108-089|PUBLICO-19951014-144|PUBLICO-19940721-130,
0059,2647,Quantas repúblicas formavam a URSS?,Quantas repúblicas formavam a URSS?,N/A,original,10,1000,86.6,PUBLICO-19940223-168,Publico,1994-02-23,Sociedade,PUBLICO-19940225-151,PUBLICO-19950523-159,PUBLICO-19940501-086,PUBLICO-19940315-121,PUBLICO-19941018-117,PUBLICO-19940526-099,PUBLICO-19940911-090,PUBLICO-19940507-132,PUBLICO-19941020-036,PUBLICO-19940223-168|PUBLICO-19940225-151|PUBLICO-19950523-159|PUBLICO-19940501-086|PUBLICO-19940315-121|PUBLICO-19941018-117|PUBLICO-19940526-099|PUBLICO-19940911-090|PUBLICO-19940507-132|PUBLICO-19941020-036,
0060,2648,Em que país fica a Ossétia do Norte?,Em que país fica a Ossétia do Norte?,N/A,original,10,1000,42.9,PUBLICO-19950109-056,Publico,1995-01-09,Mundo,PUBLICO-19940916-113,PUBLICO-19940729-123,PUBLICO-19940122-078,PUBLICO-19941004-096,PUBLICO-19951102-059,FSP941003-037,PUBLICO-19941213-046,PUBLICO-19940929-128,PUBLICO-19950221-062,PUBLICO-19950109-056|PUBLICO-19940916-113|PUBLICO-19940729-123|PUBLICO-19940122-078|PUBLICO-19941004-096|PUBLICO-19951102-059|FSP941003-037|PUBLICO-19941213-046|PUBLICO-19940929-128|PUBLICO-19950221-062,
0061,2648,E a Ossétia do Sul?,E a Ossétia do Sul?,N/A,original,10,1000,33.7,PUBLICO-19940204-049,Publico,1994-02-04,Mundo,PUBLICO-19951105-044,PUBLICO-19950109-056,PUBLICO-19950119-103,PUBLICO-19950620-182,FSP940911-062,PUBLICO-19941212-039,PUBLICO-19950830-045,PUBLICO-19951107-050,PUBLICO-19951127-037,PUBLICO-19940204-049|PUBLICO-19951105-044|PUBLICO-19950109-056|PUBLICO-19950119-103|PUBLICO-19950620-182|FSP940911-062|PUBLICO-19941212-039|PUBLICO-19950830-045|PUBLICO-19951107-050|PUBLICO-19951127-037,
0062,2649,Qual a largura do Canal da Mancha no seu ponto mais estreito?,Qual a largura do Canal da Mancha no seu ponto mais estreito?,N/A,original,10,1000,204.3,PUBLICO-19941028-134,Publico,1994-10-28,Economia,PUBLICO-19951207-059,PUBLICO-19940501-086,PUBLICO-19950203-089,PUBLICO-19940731-044,PUBLICO-19950516-040,PUBLICO-19940421-061,PUBLICO-19951111-152,FSP950413-122,PUBLICO-19950824-065,PUBLICO-19941028-134|PUBLICO-19951207-059|PUBLICO-19940501-086|PUBLICO-19950203-089|PUBLICO-19940731-044|PUBLICO-19950516-040|PUBLICO-19940421-061|PUBLICO-19951111-152|FSP950413-122|PUBLICO-19950824-065,
0063,2650,Quem criou Descobridores de Catan?,Quem criou Descobridores de Catan?,N/A,original,10,1000,45.3,PUBLICO-19940224-149,Publico,1994-02-24,Diversos,PUBLICO-19941216-053,PUBLICO-19941210-080,FSP950924-125,PUBLICO-19951201-189,FSP940120-057,FSP940124-122,FSP940206-069,FSP940228-020,FSP940404-134,PUBLICO-19940224-149|PUBLICO-19941216-053|PUBLICO-19941210-080|FSP950924-125|PUBLICO-19951201-189|FSP940120-057|FSP940124-122|FSP940206-069|FSP940228-020|FSP940404-134,
0064,2651,Quem é o santo patrono dos cervejeiros?,Quem é o santo patrono dos cervejeiros?,N/A,original,10,1000,75.5,PUBLICO-19940309-127,Publico,1994-03-09,Cultura,PUBLICO-19940319-182,PUBLICO-19951018-151,PUBLICO-19940609-128,PUBLICO-19940601-078,PUBLICO-19950115-092,PUBLICO-19940907-119,PUBLICO-19950930-142,PUBLICO-19950322-142,PUBLICO-19950312-097,PUBLICO-19940309-127|PUBLICO-19940319-182|PUBLICO-19951018-151|PUBLICO-19940609-128|PUBLICO-19940601-078|PUBLICO-19950115-092|PUBLICO-19940907-119|PUBLICO-19950930-142|PUBLICO-19950322-142|PUBLICO-19950312-097,
0065,2651,E do pão?,E do pão?,N/A,original,10,1000,30.3,FSP950429-073,Folha,950429,DINHEIRO,PUBLICO-19950401-163,FSP941104-013,PUBLICO-19950413-152,PUBLICO-19951101-106,PUBLICO-19951104-151,FSP940703-221,PUBLICO-19950519-094,FSP940413-020,FSP950209-029,FSP950429-073|PUBLICO-19950401-163|FSP941104-013|PUBLICO-19950413-152|PUBLICO-19951101-106|PUBLICO-19951104-151|FSP940703-221|PUBLICO-19950519-094|FSP940413-020|FSP950209-029,
0066,2652,O que é o jagertee?,O que é o jagertee?,N/A,original,10,1000,18.3,PUBLICO-19950323-090,Publico,1995-03-23,Diversos,PUBLICO-19940108-075,PUBLICO-19940414-106,PUBLICO-19940822-064,PUBLICO-19941118-133,PUBLICO-19941130-058,PUBLICO-19950204-177,PUBLICO-19950426-160,FSP940827-084,FSP941011-090,PUBLICO-19950323-090|PUBLICO-19940108-075|PUBLICO-19940414-106|PUBLICO-19940822-064|PUBLICO-19941118-133|PUBLICO-19941130-058|PUBLICO-19950204-177|PUBLICO-19950426-160|FSP940827-084|FSP941011-090,
0067,2653,Qual a envergadura de um milhafre-preto?,Qual a envergadura de um milhafre-preto?,N/A,original,10,1000,60.5,PUBLICO-19940514-061,Publico,1994-05-14,,PUBLICO-19940826-082,FSP941204-093,PUBLICO-19940111-169,FSP951201-010,PUBLICO-19950322-127,FSP940807-105,PUBLICO-19940905-015,FSP950611-055,FSP950615-009,PUBLICO-19940514-061|PUBLICO-19940826-082|FSP941204-093|PUBLICO-19940111-169|FSP951201-010|PUBLICO-19950322-127|FSP940807-105|PUBLICO-19940905-015|FSP950611-055|FSP950615-009,
0068,2653,Quanto é que ele pesa?,Quanto é que ele pesa?,N/A,original,10,1000,64.7,PUBLICO-19940326-197,Publico,1994-03-26,Sociedade,PUBLICO-19940412-125,PUBLICO-19941019-117,PUBLICO-19950706-110,FSP941018-039,PUBLICO-19950223-127,PUBLICO-19940620-063,PUBLICO-19950628-158,PUBLICO-19950723-122,PUBLICO-19951030-098,PUBLICO-19940326-197|PUBLICO-19940412-125|PUBLICO-19941019-117|PUBLICO-19950706-110|FSP941018-039|PUBLICO-19950223-127|PUBLICO-19940620-063|PUBLICO-19950628-158|PUBLICO-19950723-122|PUBLICO-19951030-098,
0069,2653,Que tipo de ave é?,Que tipo de ave é?,N/A,original,10,1000,69.7,PUBLICO-19940411-077,Publico,1994-04-11,Nacional,PUBLICO-19951004-085,PUBLICO-19950512-101,PUBLICO-19940201-152,PUBLICO-19950628-088,PUBLICO-19940918-066,PUBLICO-19940413-159,PUBLICO-19951031-073,PUBLICO-19951227-094,PUBLICO-19941127-065,PUBLICO-19940411-077|PUBLICO-19951004-085|PUBLICO-19950512-101|PUBLICO-19940201-152|PUBLICO-19950628-088|PUBLICO-19940918-066|PUBLICO-19940413-159|PUBLICO-19951031-073|PUBLICO-19951227-094|PUBLICO-19941127-065,
0070,2654,Quantas províncias tem a Ucrânia?,Quantas províncias tem a Ucrânia?,N/A,original,10,1000,41.1,PUBLICO-19941206-071,Publico,1994-12-06,Diversos,PUBLICO-19940306-088,PUBLICO-19940811-082,PUBLICO-19951126-035,PUBLICO-19940422-086,PUBLICO-19940213-115,PUBLICO-19950514-040,PUBLICO-19940511-065,PUBLICO-19940213-081,PUBLICO-19950113-067,PUBLICO-19941206-071|PUBLICO-19940306-088|PUBLICO-19940811-082|PUBLICO-19951126-035|PUBLICO-19940422-086|PUBLICO-19940213-115|PUBLICO-19950514-040|PUBLICO-19940511-065|PUBLICO-19940213-081|PUBLICO-19950113-067,
0071,2655,Que partido foi fundado por Amílcar Cabral?,Que partido foi fundado por Amílcar Cabral?,N/A,original,10,1000,81.7,PUBLICO-19951217-030,Publico,1995-12-17,Mundo,PUBLICO-19951124-065,PUBLICO-19941218-033,PUBLICO-19950816-036,PUBLICO-19940412-169,PUBLICO-19940808-075,PUBLICO-19950705-176,PUBLICO-19940815-076,FSP940424-235,PUBLICO-19950902-173,PUBLICO-19951217-030|PUBLICO-19951124-065|PUBLICO-19941218-033|PUBLICO-19950816-036|PUBLICO-19940412-169|PUBLICO-19940808-075|PUBLICO-19950705-176|PUBLICO-19940815-076|FSP940424-235|PUBLICO-19950902-173,
0072,2656,Quantos filhos teve a rainha Cristina da Suécia?,Quantos filhos teve a rainha Cristina da Suécia?,N/A,original,10,1000,101.4,PUBLICO-19940323-150,Publico,1994-03-23,Cultura,PUBLICO-19940215-004,PUBLICO-19950301-090,PUBLICO-19940119-159,PUBLICO-19941130-143,PUBLICO-19940906-148,PUBLICO-19941103-142,PUBLICO-19940323-009,PUBLICO-19940523-076,PUBLICO-19940125-165,PUBLICO-19940323-150|PUBLICO-19940215-004|PUBLICO-19950301-090|PUBLICO-19940119-159|PUBLICO-19941130-143|PUBLICO-19940906-148|PUBLICO-19941103-142|PUBLICO-19940323-009|PUBLICO-19940523-076|PUBLICO-19940125-165,
0073,2657,Quem é o dono do Chelsea?,Quem é o dono do Chelsea?,N/A,original,10,1000,29.8,PUBLICO-19940115-023,Publico,1994-01-15,Desporto,PUBLICO-19941127-034,PUBLICO-19940323-171,PUBLICO-19951008-078,FSP950212-022,PUBLICO-19950108-022,FSP940605-079,FSP940425-018,PUBLICO-19950121-182,PUBLICO-19940515-101,PUBLICO-19940115-023|PUBLICO-19941127-034|PUBLICO-19940323-171|PUBLICO-19951008-078|FSP950212-022|PUBLICO-19950108-022|FSP940605-079|FSP940425-018|PUBLICO-19950121-182|PUBLICO-19940515-101,
0074,2658,Quantos habitantes tinha Berlim em 1850?,Quantos habitantes tinha Berlim em 1850?,N/A,original,10,1000,83.3,PUBLICO-19940119-092,Publico,1994-01-19,Sociedade,PUBLICO-19950716-090,PUBLICO-19950507-123,PUBLICO-19950713-165,PUBLICO-19951207-059,PUBLICO-19940810-038,PUBLICO-19940812-056,FSP950326-144,PUBLICO-19940831-041,FSP940925-089,PUBLICO-19940119-092|PUBLICO-19950716-090|PUBLICO-19950507-123|PUBLICO-19950713-165|PUBLICO-19951207-059|PUBLICO-19940810-038|PUBLICO-19940812-056|FSP950326-144|PUBLICO-19940831-041|FSP940925-089,
0075,2658,Quantos tem hoje em dia?,Quantos tem hoje em dia?,N/A,original,10,1000,61.8,FSP951217-102,Folha,951217,ESPORTE,FSP940401-139,PUBLICO-19941101-136,PUBLICO-19950328-001,PUBLICO-19950602-145,PUBLICO-19940116-092,PUBLICO-19950504-067,PUBLICO-19940521-056,PUBLICO-19940906-069,PUBLICO-19940103-015,FSP951217-102|FSP940401-139|PUBLICO-19941101-136|PUBLICO-19950328-001|PUBLICO-19950602-145|PUBLICO-19940116-092|PUBLICO-19950504-067|PUBLICO-19940521-056|PUBLICO-19940906-069|PUBLICO-19940103-015,
0076,2659,O que é o ICCROM?,O que é o ICCROM?,N/A,original,10,1000,14.1,PUBLICO-19940601-014,Publico,1994-06-01,Cultura,PUBLICO-19951221-008,PUBLICO-19940108-075,PUBLICO-19940414-106,PUBLICO-19940822-064,PUBLICO-19941118-133,PUBLICO-19941130-058,PUBLICO-19950204-177,PUBLICO-19950426-160,FSP940827-084,PUBLICO-19940601-014|PUBLICO-19951221-008|PUBLICO-19940108-075|PUBLICO-19940414-106|PUBLICO-19940822-064|PUBLICO-19941118-133|PUBLICO-19941130-058|PUBLICO-19950204-177|PUBLICO-19950426-160|FSP940827-084,
0077,2659,Quantos estados membros tinha em 1995?,Quantos estados membros tinha em 1995?,N/A,original,10,1000,133.6,PUBLICO-19950209-094,Publico,1995-02-09,Diversos,PUBLICO-19950328-110,PUBLICO-19950401-163,PUBLICO-19950329-100,PUBLICO-19940109-074,PUBLICO-19950407-139,PUBLICO-19941028-047,PUBLICO-19940929-064,PUBLICO-19950518-114,PUBLICO-19950526-140,PUBLICO-19950209-094|PUBLICO-19950328-110|PUBLICO-19950401-163|PUBLICO-19950329-100|PUBLICO-19940109-074|PUBLICO-19950407-139|PUBLICO-19941028-047|PUBLICO-19940929-064|PUBLICO-19950518-114|PUBLICO-19950526-140,
0078,2659,Onde tem a sua sede?,Onde tem a sua sede?,N/A,original,10,1000,51.9,PUBLICO-19940702-121,Publico,1994-07-02,Sociedade,PUBLICO-19951006-029,PUBLICO-19951006-049,PUBLICO-19951125-012,PUBLICO-19951130-015,PUBLICO-19940724-041,PUBLICO-19950510-132,PUBLICO-19940716-108,PUBLICO-19950331-036,PUBLICO-19951128-049,PUBLICO-19940702-121|PUBLICO-19951006-029|PUBLICO-19951006-049|PUBLICO-19951125-012|PUBLICO-19951130-015|PUBLICO-19940724-041|PUBLICO-19950510-132|PUBLICO-19940716-108|PUBLICO-19950331-036|PUBLICO-19951128-049,
0079,2660,Quantas vezes ganhou Portugal a Taça Davis?,Quantas vezes ganhou Portugal a Taça Davis?,N/A,original,10,1000,73.4,PUBLICO-19950106-022,Publico,1995-01-06,Desporto,PUBLICO-19940501-063,PUBLICO-19951122-012,PUBLICO-19950324-035,PUBLICO-19950617-112,PUBLICO-19950921-049,PUBLICO-19940415-145,PUBLICO-19940308-114,PUBLICO-19940926-083,PUBLICO-19950712-092,PUBLICO-19950106-022|PUBLICO-19940501-063|PUBLICO-19951122-012|PUBLICO-19950324-035|PUBLICO-19950617-112|PUBLICO-19950921-049|PUBLICO-19940415-145|PUBLICO-19940308-114|PUBLICO-19940926-083|PUBLICO-19950712-092,
0080,2661,O que é o IPM em Portugal?,O que é o IPM em Portugal?,N/A,original,10,1000,44.8,PUBLICO-19950703-128,Publico,1995-07-03,Cultura,PUBLICO-19940202-010,PUBLICO-19950505-016,PUBLICO-19950510-169,PUBLICO-19941228-099,PUBLICO-19951117-004,PUBLICO-19950629-005,PUBLICO-19950803-006,PUBLICO-19940519-005,PUBLICO-19950407-007,PUBLICO-19950703-128|PUBLICO-19940202-010|PUBLICO-19950505-016|PUBLICO-19950510-169|PUBLICO-19941228-099|PUBLICO-19951117-004|PUBLICO-19950629-005|PUBLICO-19950803-006|PUBLICO-19940519-005|PUBLICO-19950407-007,
0081,2662,Quem foi o último rei de Portugal?,Quem foi o último rei de Portugal?,N/A,original,10,1000,76.6,PUBLICO-19940827-146,Publico,1994-08-27,Diversos,PUBLICO-19940706-134,PUBLICO-19950918-105,PUBLICO-19950727-150,PUBLICO-19940223-191,PUBLICO-19940224-151,PUBLICO-19941130-120,PUBLICO-19950819-116,PUBLICO-19940719-111,PUBLICO-19940209-171,PUBLICO-19940827-146|PUBLICO-19940706-134|PUBLICO-19950918-105|PUBLICO-19950727-150|PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19941130-120|PUBLICO-19950819-116|PUBLICO-19940719-111|PUBLICO-19940209-171,
0082,2662,Em que período foi ele rei?,Em que período foi ele rei?,N/A,original,10,1000,46.0,PUBLICO-19940905-031,Publico,1994-09-05,Mundo,PUBLICO-19940906-045,FSP950212-093,PUBLICO-19940223-191,PUBLICO-19940224-151,PUBLICO-19941211-006,PUBLICO-19941219-025,PUBLICO-19951012-153,PUBLICO-19940225-154,PUBLICO-19940118-066,PUBLICO-19940905-031|PUBLICO-19940906-045|FSP950212-093|PUBLICO-19940223-191|PUBLICO-19940224-151|PUBLICO-19941211-006|PUBLICO-19941219-025|PUBLICO-19951012-153|PUBLICO-19940225-154|PUBLICO-19940118-066,
0083,2662,Em que barco ele embarcou para o exílio?,Em que barco ele embarcou para o exílio?,N/A,original,10,1000,103.5,PUBLICO-19950314-119,Publico,1995-03-14,Nacional,PUBLICO-19950616-160,PUBLICO-19940617-057,PUBLICO-19950109-090,PUBLICO-19951023-068,PUBLICO-19940224-155,PUBLICO-19950627-126,PUBLICO-19951115-119,PUBLICO-19940907-061,PUBLICO-19941113-079,PUBLICO-19950314-119|PUBLICO-19950616-160|PUBLICO-19940617-057|PUBLICO-19950109-090|PUBLICO-19951023-068|PUBLICO-19940224-155|PUBLICO-19950627-126|PUBLICO-19951115-119|PUBLICO-19940907-061|PUBLICO-19941113-079,
0084,2663,Diga uma batalha ocorrida durante a Guerra dos Cem Anos,Diga uma batalha ocorrida durante a Guerra dos Cem Anos,N/A,original,10,1000,113.6,PUBLICO-19950307-130,Publico,1995-03-07,Cultura,PUBLICO-19940419-103,PUBLICO-19951108-023,FSP940213-147,PUBLICO-19940506-149,PUBLICO-19941128-073,PUBLICO-19951128-082,FSP940321-003,PUBLICO-19950817-125,FSP950704-006,PUBLICO-19950307-130|PUBLICO-19940419-103|PUBLICO-19951108-023|FSP940213-147|PUBLICO-19940506-149|PUBLICO-19941128-073|PUBLICO-19951128-082|FSP940321-003|PUBLICO-19950817-125|FSP950704-006,
0085,2664,Quantos votos teve o Lula nas eleições presidenciais de 2002?,Quantos votos teve o Lula nas eleições presidenciais de 2002?,N/A,original,10,1000,147.6,PUBLICO-19940927-122,Publico,1994-09-27,Mundo,PUBLICO-19941003-039,PUBLICO-19941002-124,FSP941009-020,FSP940514-008,FSP940917-098,FSP941016-051,FSP940904-015,FSP940423-018,FSP941007-087,PUBLICO-19940927-122|PUBLICO-19941003-039|PUBLICO-19941002-124|FSP941009-020|FSP940514-008|FSP940917-098|FSP941016-051|FSP940904-015|FSP940423-018|FSP941007-087,
0086,2664,Quando é que ele tomou posse?,Quando é que ele tomou posse?,N/A,original,10,1000,51.2,PUBLICO-19940209-143,Publico,1994-02-09,Nacional,PUBLICO-19940523-044,FSP950822-034,PUBLICO-19950924-072,PUBLICO-19950311-069,PUBLICO-19950410-128,PUBLICO-19940905-026,PUBLICO-19950316-047,PUBLICO-19940225-091,FSP950714-007,PUBLICO-19940209-143|PUBLICO-19940523-044|FSP950822-034|PUBLICO-19950924-072|PUBLICO-19950311-069|PUBLICO-19950410-128|PUBLICO-19940905-026|PUBLICO-19950316-047|PUBLICO-19940225-091|FSP950714-007,
0087,2665,Quem era o pai de Carlomano?,Quem era o pai de Carlomano?,N/A,original,10,1000,75.9,FSP940405-057,Folha,940405,,PUBLICO-19950126-136,FSP950309-102,PUBLICO-19950307-138,PUBLICO-19950807-102,PUBLICO-19950314-119,FSP950727-103,PUBLICO-19940808-070,PUBLICO-19940809-078,FSP950707-095,FSP940405-057|PUBLICO-19950126-136|FSP950309-102|PUBLICO-19950307-138|PUBLICO-19950807-102|PUBLICO-19950314-119|FSP950727-103|PUBLICO-19940808-070|PUBLICO-19940809-078|FSP950707-095,
0088,2666,Quem foi Baden Powell de Aquino?,Quem foi Baden Powell de Aquino?,N/A,original,10,1000,30.8,PUBLICO-19950318-009,Publico,1995-03-18,Cultura,PUBLICO-19951126-081,FSP941106-093,PUBLICO-19950413-114,FSP950508-091,FSP940331-159,PUBLICO-19951024-096,FSP950312-119,PUBLICO-19940507-119,PUBLICO-19940829-032,PUBLICO-19950318-009|PUBLICO-19951126-081|FSP941106-093|PUBLICO-19950413-114|FSP950508-091|FSP940331-159|PUBLICO-19951024-096|FSP950312-119|PUBLICO-19940507-119|PUBLICO-19940829-032,
0089,2667,Quem escreveu o Livro da Selva?,Quem escreveu o Livro da Selva?,N/A,original,10,1000,86.7,PUBLICO-19940210-143,Publico,1994-02-10,Nacional,FSP950302-008,PUBLICO-19951205-116,PUBLICO-19950430-144,PUBLICO-19941017-093,FSP940116-132,FSP940605-117,PUBLICO-19940829-073,PUBLICO-19951009-104,FSP951106-128,PUBLICO-19940210-143|FSP950302-008|PUBLICO-19951205-116|PUBLICO-19950430-144|PUBLICO-19941017-093|FSP940116-132|FSP940605-117|PUBLICO-19940829-073|PUBLICO-19951009-104|FSP951106-128,
0090,2667,Quem é a personagem principal do livro?,Quem é a personagem principal do livro?,N/A,original,10,1000,59.0,PUBLICO-19950102-083,Publico,1995-01-02,Cultura,PUBLICO-19950928-136,PUBLICO-19950128-187,PUBLICO-19940310-143,PUBLICO-19941220-127,PUBLICO-19940223-117,PUBLICO-19950512-123,PUBLICO-19951128-096,PUBLICO-19941119-070,FSP941224-082,PUBLICO-19950102-083|PUBLICO-19950928-136|PUBLICO-19950128-187|PUBLICO-19940310-143|PUBLICO-19941220-127|PUBLICO-19940223-117|PUBLICO-19950512-123|PUBLICO-19951128-096|PUBLICO-19941119-070|FSP941224-082,
0091,2668,Em que ilha fica Sapporo?,Em que ilha fica Sapporo?,N/A,original,10,1000,37.9,FSP941210-090,Folha,941210,,PUBLICO-19950126-096,PUBLICO-19950408-067,FSP940407-081,PUBLICO-19950207-125,FSP941120-033,FSP950523-106,PUBLICO-19950413-041,FSP940424-077,PUBLICO-19950206-038,FSP941210-090|PUBLICO-19950126-096|PUBLICO-19950408-067|FSP940407-081|PUBLICO-19950207-125|FSP941120-033|FSP950523-106|PUBLICO-19950413-041|FSP940424-077|PUBLICO-19950206-038,
